Index,Comments
30066,Top G
30086,DAYUM
30165,per
30182,7 country plan!!
30187,PIERCE HATES THOSE WHO DON&#39;T LOOK LIKE HIM PALESTINIANS AND MEGAN MARKLE. PERIOD
30191,Shameful
30193,"tell him, tate!"
30231,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=34m18s"">34:18</a>"
30259,2M views
30295,actual good discussion
30358,SPOT ON TATE
30413,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=17m17s"">17:17</a> LMAOOO"
30479,Top G
30530,MEGAN HATERS?
30534,Top G goat
30555,TATE WE APPRECIATE !!!!
30676,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=22m49s"">22:49</a>   Good point 😂😂😂"
30713,Top G cooked him
30775,NPC
30990,CLEARLY ISRAEL WANTED IT TO HAPPEN
31086,TOP G
31094,PIERS MORGAN...<br><br><br><br><br><br><br><br>the<br><br><br>blind<br><br><br><br><br>pig
31099,Top G
31172,Tate
31179,Tate L
31240,Gosh my head aches
31270,funny
31283,😅😅😅😅😅
31308,😂love you t
31332,Tate
31344,Respect Top G
31361,Tate!! Real Man!!
31386,tate got owned :o
31494,Top G blasted Morgan
31527,SALUTE TO TATE
31623,Top g
31820,It&#39;s great nobody believes Mr Morgan
31842,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=27m00s"">27:00</a>  DAMN! 😂"
31843,Top G
31912,L Tate
31987,BABI SIAL PUNYA PIERS
32017,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=19m10s"">19:10</a>"
32019,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=1m43s"">1:43</a>"
32022,Thank you Anrdrew!
32032,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=18m40s"">18:40</a>"
32059,THE TOP G DIDNT MISS!!!
32066,Peirs got pumped!!
32072,ORIGINAL GANGSTER
32093,Rrrrr
32110,spineless tate
32138,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=14m20s"">14:20</a>"
32140,top g!!!
32173,Goat
32182,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=12m40s"">12:40</a>"
32460,Professional youtuber...
32473,Wow!😂
32615,Terror creates terror.
32641,Rare Tate L
32774,Top g
32783,😅😅😅😅😅😅😅😅😅😅
32819,MAY ALLAH GRANT BROTHER TATE THE HIGHEST LVL OF JANNAH! AMEEN
32833,TOP G 🐐
32934,Tate a goat 🐐
32989,Free Palastine!
33044,&quot;Professional&quot; 😅😅😅
33046,YASSIN 105 MM IS MADE BY HAMAS NOT IRAN
33100,Tate for president
33105,Top G  speaking 📠📠📠📠📠
33127,TOP G
33158,&#39;W&#39; Top G
33189,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=15m30s"">15:30</a>"
33311,Thankyou adrew
33350,Double standards
33384,Wow
33420,TOP G&gt;&gt;&gt;&gt;&gt;&gt;&gt;
33448,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=17m57s"">17:57</a> 😅"
33453,FREE PALESTINE!!!
33710,STOP SAYING RAP .. WE MUSLIMS PROHIBITE THIS .. AND U SAID THE ARE ISLAMIC MOVEMENT.. WE ARE NOT BARBARIANS .. STOP IT IF U DONT HAVE ONE SINGLE PROVE
33716,Dman Top G
33837,DOOS
33845,PIERS MORRON 7 OCTOBER new name
33848,CHAT! Is THIS real ? 😅
33856,Peace
33889,White phosphorus
33904,BS !!!!!!!!
33993,Epic part 2!
34043,Rare Tate W
34052,PIERS MORGAN IS A SICK HEART CHARACTER BEING...
34055,TOP G
34084,TOP G
34105,top g won
34185,As always TOP G!!!
34187,aRe tHeY a tErRoR gRouP
34298,WE ARE THE MOST CIVIL PEOPLE... ACCODING TO... OURSELVES
34375,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=18m45s"">18:45</a>"
34416,Top G
34418,Thanks Tate
34437,Toop G
34462,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=3m40s"">3:40</a>"
34483,Straight G
34534,PIERS  <b>*</b> you
34568,THE Professional. I love him
34586,GOD BLESS THE TATE BROTHERS!
34763,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=22m47s"">22:47</a>"
34906,Top G..
35063,PIERS YOUR HEART IS BLINDED
35066,iM a pRoFeSsIoNaL
35076,I CONDEMN PIERS FOR BEING SELECTIVE
35077,Boring.
35157,Top G!
35203,BEN GVIR
35226,Free Palistine
35227,😂😂😂😂😂
35262,Top g
35268,Wat a G!
35273,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=24m50s"">24:50</a>"
35304,Professional
35406,Tate always top G
35429,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=19m43s"">19:43</a>"
35509,DEIR YASSIN.
35543,Can you add croatian translation?
35546,Respect for Tate!
35580,Tate L
35635,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=18m40s"">18:40</a>"
35644,True man.
35929,October7 peirs7
35937,Double agent
35984,Top G
35988,OH MY GOD WHY PIERS KEEP ON REPEATING THE 7TH OCT. LIKE SERIOUSLY
36174,😂😂😂
36193,Sami Wasim
36211,Boo hoo
36284,Third class
36295,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=22m48s"">22:48</a> 📝"
36324,Topest G
36369,Free ps
36387,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=2m09s"">2:09</a> coldddd😂"
36518,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=0m35s"">0:35</a>"
36568,BE HUMAN @PIERSMORGAN
36570,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=18m43s"">18:43</a> FACTS!!!!!!!"
36586,TOP G
36637,Bravo tate
36650,Tate &lt;3
36699,October 7th<br>October 7th<br>October 7th<br>October 7th<br>October 7th
36709,Top G!!
36760,TKD
36780,Spot on Tate
36996,.
37052,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=15m03s"">15:03</a>"
37081,PIERS IS A FOOL
37106,Top G
37142,top g
37158,😂
37167,Tate need education 😂
37192,THE ISRAELI GOVERNMENT HAS STATED MANY TIMES THEY WANT TO ETHNICALLY CLEANSE GAZA
37199,1-0 for TATE
37281,actors
37332,Interesting
37420,"WAIT UNTIL IT&#39;S YOUR SON, PIERS!"
37475,Top G
37499,October 7th Morgan
37557,Great
37567,HEEENOUS atrocity
37607,"Mr Morgan, BRAVO"
37698,Top G
37712,Checkmated
37716,Tate messed up
37735,Tate pure common sense
37827,OCTOBER THE 7 BY PIERS POTTYMAN
37830,Tt
37859,Thanks Tate
37877,October 7 <br>October 7<br>October 7<br>October 7<br>&quot;&quot;&quot;&quot;&quot;&quot;&quot;&quot;&quot;&quot;
37930,Top G
37946,Top g
37951,It’s 1200 now
37955,PIERS IS STUCK ON 7 OCT.
38052,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=14m25s"">14:25</a>"
38061,IZRAEEEELS BEST AGENT AWARD GOES TO PIERS POTTYMAN.
38062,Wooow😂😂😂😂
38088,😂😂😂😂😂top g
38096,1500 vs 12000
38138,BOOSTER CHAIR!!!! BAHAHAHA
38143,Rare Tate L
38147,TATE AS ALWAYS ON POINT
38248,Top G
38275,Good by
38384,Top g
38398,TOP G &gt;&gt;&gt;&gt;&gt;
38466,From 31mins
38501,1-1
38543,Tate 2024!
38545,Top g
38563,I love him
38623,pure comedy
38667,Tate vs Morgan: 1-0
38699,Thanks Tate..bravo
38715,"SEEMS LIKE PIERS MORGAN GETS PAID SEPARATLLY EACH TIMEI WHEN HE ASKS, &quot;IS HAMAS A TERRORIST ORGANISATION?  GREEDY MAN...."
38744,Stop platforming pimps
38814,Top G
38848,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=5m20s"">5:20</a>"
38950,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=23m14s"">23:14</a>"
38983,1200 people not 1500
39096,Top G fumbling
39229,Painful
39339,Real top G
39430,TATE FOR PRESIDENT.
39473,I love you Top G
39568,Staged!
39586,"ITS LIKE HAVE YUO STOP BEATING YUOR WIFE , YEAS OR NO 🙄🙄"
39696,TOP G!!!
39708,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=22m00s"">22:00</a>"
39788,poop
39841,w tate
39907,Toxic guest
39971,HAMAS HAVE THREATENED MULTIPLE  OCT 7
40035,Topg
40063,October 7 2023<br>LEST WE FORGET
40082,Tate for president
40133,Top G
40159,THERE IS NO ISRAEL
40258,On Tu Tu my friend..
40282,1000% team Tate!!!!!!!
40405,Perfect
40406,Rare Tate W
40417,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=13m53s"">13:53</a> <br>SHAME ON YOU PIERS."
40435,Top G
40501,And more
40525,TOP G
40545,ADDED TO WEBSTER ON TO Gs ORDERS 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅
40657,tooooop G
40662,Top G
40675,TOP FREAKIN G
40761,TOP G
40773,"THE PALESTINIANS ARE OCCUPIED PEOPLE ,AND THEY HAVE THE RIGHT TO RESIST OCCUPATION BY ANY MEANS POSSIBLE"
40797,HAMAS BROKE CEASE FIRE
40814,TATE YOU DID NOT CRACK ! TATE YOU DID NOT FOLD ! TATE YOU DID NOT BEND! FREE PALESTINE AND FREE TATE
40844,w top g
40910,Top g W
40917,willfull ignorance
40927,RUSSIA DID NOT KILLED THIS MANY CIVILIANS AS.KILLED IN GAZA FROM WWII.
40941,Thank you Tate
40945,Top G
40986,TOP G THE GREATEST !
41000,I love Tate
41056,Bravo Tate!!!!!!!!!!!
41142,😂😂😂😂
41286,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=5m40s"">5:40</a>  Nakba"
41302,Top G speaking facts!!
41379,TOP G wins
41438,Tate W
41487,😅
41501,Tate got cooked 😂😂😂😂
41550,Great points Tate.
41624,Rare Tate L
41679,"CAPTAIN MORGAN SORRY SIR  U LOOK LIKE U HAD ONE TOO  MANY , FROM CAPE TOWN"
41774,Top G! 🙏
41875,seek Jesus
42032,Top G
42078,TOP G
42167,Top g w
42208,TOP G !
42235,THIS GUY SHOULD BE IN PRISON FOREVER
42252,Rare Tate L
42274,😅😂
42431,IT IS NOT PALESTINIAN LAND!
42517,Joker tate
42579,TOP G
42705,Cooked
42808,Morgan. Stop lying
42869,OMG
42916,Tate for supreemleader
42925,Tate for President
42949,My man!!
42968,Based Tate!
43041,Rare tate W
43097,Good ending.
43141,TOP C(criminal)
43152,Real man
43282,Top G Top G Top G
43322,PIERS PLEASE STOP INTERRUPTING YOUR GUESTS. IT&#39;S TORTURE
43329,Rare Tate W
43435,lol Tate 📈📈📈
43497,Nice one Tate
43571,D
43577,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=22m47s"">22:47</a> Tate got him"
43642,EVIL BABARISM AS ISREAL WARRANTS AN EQUAL MEASURE OF PROTECTING THEMSELF
43726,Bravo Tate!
43736,well shit
43808,PM = FW
43827,Top G L
43984,TOP G does it again.
44016,😂😂
44030,Thanks tate
44144,TOP G 2024
44249,9-1
44286,BROKIE WAGIE 😂😂😂😂
44301,Joke
44322,FREEDOM SPEECH?
44338,WHO CARES WHAT HE SAYS
44533,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=11m22s"">11:22</a> right"
44607,Common Tate W
44616,Wow
44645,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=7m20s"">7:20</a> right"
44668,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=6m30s"">6:30</a> true"
44718,"A. Tate ... right speech.,.."
44728,🐐
44777,Boss fight
44884,"MANTRA OF PIERS:  7 OCT, 7 OCT, 7 OCT, 7 OCT. CONDEMN HAMAS, CONDEMN HAMAS. EVERY SECOND I CONDEMN ISRAHELL!!!!"
44967,Chimpy
45004,"PIERS, STOP LYING. YOU ARE NOT NEUTRAL. YOU ARE ISRAHELLIS"
45070,Love Tate !!
45200,waste
45211,COMMON Tate W
45331,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=3m48s"">3:48</a><br><br><br><a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=8m57s"">8:57</a><br><br><br><a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=10m20s"">10:20</a>"
45344,Love Tate!
45429,Tate rocks
45469,top g W
45491,He guilty
45504,top G
45534,TATES BROTHER IS MUSLIN. HE GOING AGAIN ISRAEL
45564,TOP G
45566,Thank you Tate
45598,wow
45633,Hmhmmmm
45655,Common Tate W
45668,Goat 🐐🐐🐐
45674,Thank you both.
45744,DO<br><br>U<br><br>CONDEMN<br>HAMAS ?
45766,TATE WON AGAIN HAHA
45789,May GOD HELP PALESTINE
45937,1200 people
45967,Top G
46039,Tate wins again
46064,"Exactly, pressure cooker"
46108,ALLAHUAKBAR<br>ALLAHUAKBAR<br>ALLAHUAKBAR
46109,Top G
46251,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=15m30s"">15:30</a> facts!!"
46325,Top G<br>Top G<br>Top G<br>Top G
46331,Lol Mr. Bean shook
46388,Top G
46458,Top g support
46481,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=22m45s"">22:45</a> gotteeem"
46492,Booo boring
46553,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=21m54s"">21:54</a>"
46651,Top G
46836,brain rot
46854,TOP G
46918,Boom!!!!!!
46977,Based
46985,Great mr tate
47041,I CANT BELIEVE PIERS IS COMPARING HAMAS TO NAZIS WHEN ISRAELIS ARE LITERALLY THE DEFINITION OF NAZIS!!!!!
47071,Top G indeed
47094,Hostages?
47177,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=22m55s"">22:55</a> AHAA ! silence 😂😂"
47219,Top G
47288,I CAN NOT PROFESSIONALLY ANSWER THAT QUESTION!
47299,"14,000"
47319,Top g
47334,Respect for Tate
47354,Top G!
47396,great interaction!
47445,VIVA VIVA PALESTINA
47457,top g win again
47525,Ass
47539,FREE PALESTINE
47594,Terrible backdrop btw
47603,RIP Tates
47627,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=30m38s"">30:38</a>"
47699,Clown
47831,CHRIST IS KING
47859,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=23m10s"">23:10</a> Facts!!"
47897,?
47915,PIERCE HAS MISSTATED FACTS ABOUT MULTIPLE ITEMS
47917,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=15m23s"">15:23</a> <a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=27m50s"">27:50</a>"
47986,Top Fuckin G
47996,Interesting
48060,pish*
48077,THERE IS A LIST
48148,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=24m09s"">24:09</a> OPPRESSION OLYMPICS, much??"
48159,Top g W
48164,Thank you Mr. Tate!
48189,"PIERS, DO YOU CONDEMN ISRAEL????"
48190,TOP G
48225,A
48255,I love Tate
48329,Wow
48335,"Much respect, Mr Tate"
48341,"Tate got owned, again"
48378,Ballx
48398,Professional?????? Professional pimp !!!!!!!!!!
48422,Test 2
48563,he’s so arrogant
48564,TATE 2024!
48603,Peirs got crushed !!!😂
48613,Respect for Tate 📈📈📈📈📈
48622,Test
48645,Wow.
48679,MY HUMBLE OPINION.  PIER . YOU&#39;RE TRYING VERY HARD TO SAVE YOUR JOB. LOL
48691,Smart guy.
48728,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=15m38s"">15:38</a>"
48791,Tate for KING!!!
48901,Quite a spirited exchange
48937,interesting
48945,true !
48954,Yuk
49047,😂😂😂
49050,I fucking love tate
49104,Top g W
49107,Thank you Tate!
49151,L Tate
49175,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=10m37s"">10:37</a>"
49200,TOOPPPPPPPPPP GGGGGGGG
49204,Bravo Mr. Tate
49259,"Asininities <a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=1m45s"">1:45</a>"
49260,He&#39;s Sick!
49317,RIP PIERCE MORGAN
49321,Top G
49337,long live Tate
49350,Oh my my my
49356,nice video
49392,TOP G!!
49396,Free Tate
49437,Top G vs Top P
49443,"PIERS IS GETTING COOKED SMH <a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=16m51s"">16:51</a>,"
49491,TOP G
49498,LOVE
49523,FAM
49544,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=3m50s"">3:50</a>"
49579,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=3m25s"">3:25</a>"
49627,TOP G TOP G TOP G
49635,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=1m43s"">1:43</a>"
49698,THERE NOT NUMBERS PIERS THEY’RE INDIVIDUAL PEOPLE
49715,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=0m37s"">0:37</a>"
49755,Tate L
49757,WHY DID THE TROOPS LEAVE THE BORDER OPEN ??????????????????????????????????????????????????
49768,THEY FOUND OIL AND GAS IN GAZA!!!!
49776,Rare Tate W
49801,Top G
49843,TATE TELLS THE TRUTH !!  AMAZING !!!!!!
49858,TOP G.
49878,"<a href=""https://www.youtube.com/watch?v=2pMsYSR7g78&amp;t=25m07s"">25:07</a> exactly"
49962,Top G
49979,TOP G
25,She’s right
48,FREE PALESTINE
112,Entire
179,WWlll Freedom vs Islam
213,"<a href=""https://www.youtube.com/shorts/uPz2aCo7W-c"">https://www.youtube.com/shorts/uPz2aCo7W-c</a>"
224,FACTS DON&#39;T CARE ABOUT YOUR FEELINGS MR.IDEOT-SHAPIRO.
243,NO ONE LOVES YOU  FREE PLAESTINE
264,so braindead
296,FREE PALESTINE FREE OUR BROTHERS AND SISTERS
319,Man... :/
320,DUMB ISREAL
327,6%
332,ISRAEL BODOHH
379,Clown
385,FREE PALESTINE
458,Arrogance
557,Clown
586,dumb woman
622,"FREEE, FREE PALESTINE"
647,FREEFREEPALESTINE
655,free Palistine
681,Go BACK BEHIND YOUR GERMAN WALL...
684,A Donkey Remains A Donkey
770,Dump person always
783,Kaboom!
794,FREE PALESTINE !!!
808,ISREAL IS PERFORMING GENOCIDE. ISREAL ARE THE OPPRESSORS THAT HAVE TURNED UNTO NAZIS
925,Perfection
1031,Full clip?
1130,😅
1155,shes speaking facts.
1182,SAVE PALESTINE
1232,w
1272,FU
1342,FREE PALESTINE
1363,FREE PALESTINE FREE PALESTINE
1396,FREE ISRAEL
1489,(((((())))))
1533,ALWAYS OFFENDED NEVER ASHAMED THE 7TH CENTURY BACKWARD SCUMRATS
1553,SHE&#39;S DELUSIONAL
1590,I​
1623,Truth hurts 😂
1767,Fake imposter Jews
1854,L
1947,"<a href=""http://www.youtube.com/results?search_query=%23free"">#FREE</a> PALESTINE LONG LIVE"
1958,FREE PALESTINE
1974,fasist
2006,Juden!!
2049,Jews forever
2075,2+2=?
2082,BOO BEN SHAPIRO IS A LOSER!!
2105,BEN I TRY TO LIKE YOU BUT YOU ARE SO SLY
2173,GAZA=WARSAW
2175,She&#39;s braindead
2189,FREE PALESTINE
2222,NAH BRO FREE PALESTINE
2254,jot lady
2285,"BEN. THESE ARE THE ONES I TOLD U BOUT. EDUCATED FAR BEYOND THEIR ABILITY TO COMPREHEND..NO VACCINE, NO CURE."
2308,Bro&#39;s killin it!😂
2388,I HAVE GOT 1000000% REPECT BEN SHAPIRO
2474,Thank you
2499,She got him...😂😂😂
2504,FREE pALESTINE
2568,FREE PALESTINE
2659,Hi
2705,"BEN STOP DEBATING KIDS, BE A MAN AND DEBATE MOHAMMED HIJAB ON THIS TOPIC"
2715,Jews
2771,Get Out Of Europe...
2772,Get Out Of South America...
2878,&quot;I wish for equal rights&quot;<br>&quot;YOU WISH FOR A GENOCIDE?!&quot;
2928,Meaningless. Podcast.
2959,Do YoU cOnDeMn HaMas?
3027,two goofballs
3172,LOOK AT THIS DEMON. 8000 CHILDREN ARE GENOCIDED BY ISRAEL. THEY ALWAYS TWIST IT
3231,Jewish cow😂😂
3289,ITS IMPOSSIBLE TO HAVE PEACE WITH ISLAMIC RADICALS
3294,Amen
3306,Hes right. Period.
3317,109
3343,Arrest him
3349,"Jews, need I say more"
3363,"THE WHOLE WORLD SAYS ISRAEL IS THE TERRORIST,<br>ONLY ISRAELIS THINK THEIR RIGHT.<br>INVADERS (ISRAEL) HAVE NO PLACE IN THIS WORLD."
3378,A clown
3437,Lies...😂😂😂
3531,FREE PALESTINE
3610,Iam sleeping
3611,Slpping
3700,FREE PALESTINE
3709,FREE PALESTINE
3792,ULEZ
3820,"<a href=""http://www.youtube.com/results?search_query=%23free"">#Free</a> Palistine"
3824,True colours.
3858,"<a href=""https://youtu.be/qSKJxv7yicM?si=CafZpmlEEKbTXaI6"">https://youtu.be/qSKJxv7yicM?si=CafZpmlEEKbTXaI6</a>"
3940,Gyatttt
3968,JESUS IS GOD
3991,7 times
4000,DEBATE MOHAMED HIJAB
4057,She&#39;s right .
4066,Typical Jew behavior
4088,PEACE
4140,Eradicate Islam
4164,G-ENOCIDE
4221,FREE PALESTINE<br>ISRAEL IS CHILDREN AND WOMANS KILLER
4228,Stupid
4330,Jail .
4340,All.
4461,Smug banker
4500,Fuck both sides
4504,Good points
4519,jidani imputiti
4537,He’s right.
4587,Wow
4795,FREE PALESTINE
4817,Criminal
4823,Full clip.
4852,Typical Jew! 🙄
4854,Fr
4868,😂😂😂😂😂😂😂😂😂😂
4976,Jews = evil
4998,Babi
4999,Babi
5060,HASBUNALLAH WANIKMAL WAKIL
5088,1948.
5098,I support facts
5166,Free Palpatine
5242,Booo
5273,Hell NEVER DEBATE MOHAMMAD HIJAB!!
5278,Hes right
5305,Thugs
5364,FREE PALESTINE
5436,DHARMO RAKSHATHI RAKSHITHA:
5497,"WHO IS THE INVADER?<br>THAT SAPHIRO THINKS IS SO INTELIGEN, THEN , WHY HE CAN&#39;T SEE LIKE A BUNCH OF PEOPLE THAT THEY ARE TERRORISTS LIKE HAMAS AS WELL.<br>INVADERS AN TERRORIST THAT&#39;S WHAT THE ISRAEL GOVERNMENT IS.<br>AS SIMPLE LIKE 1+1=2"
5733,Cancel him
5758,Clown
5762,APARTHEID?
5940,FREE PALESTINE
6040,Amen 🙏
6134,ENTIRE PALESTINE IS CCCPIED
6165,Jew
6188,Awful man
6223,FUCKING ISRAEL...!!<br><br>FREE PALESTINE...!!
6227,60-61
6434,Jews
6580,Bottom line HAMAS ATTACKED
6600,LOL
6746,LMAOOO NOT BEN
6768,FREE PALESTINE
6865,STOP STEALING THE PEOPLE&#39;S LAND
6885,L guy
6928,FREE PALESTINE!!!
6962,Fake j
7040,Ridiculous
7053,2 idiots
7182,PROPAGANDA
7190,He needs good education!
7260,Can almost smell ww3
7314,"F,,,,,eslel"
7352,FREE PALESTINIAN
7382,She’s right
7422,Free Palastine
7454,Free pristine
7500,"<a href=""https://youtube.com/shorts/gndR544m4DU"">https://youtube.com/shorts/gndR544m4DU</a>?"
7521,IDIOT Jews
7523,YOU LOOK AT ISRAEL AS SUPERMAN. BUT THEY&#39;RE REALLY HOMELANDER
7527,He makes Jews look very bad!
7688,"I&#39;M STAND WITH PALESTINE, <a href=""http://www.youtube.com/results?search_query=%23free"">#FREE</a> PALESTINE"
7759,Nasty Jews
7786,Peace
7831,1948.
7868,&quot; AN EYE FOR AN EYE MAKES THE WHOLE WORLD BLIND &quot;
7891,ISNOTREAL = REAL TERRORISTS
8070,THAT GUY IS BAD ... HE IS NOT SMART AND HYPROCITE
8073,BEN YOU CAN&#39;T REASON WITH FOOLS
8122,Bull shit
8155,"<a href=""https://youtu.be/6dwM9B-cg20?si=LXte2c4FlA8gLd9g"">https://youtu.be/6dwM9B-cg20?si=LXte2c4FlA8gLd9g</a>"
8220,She&#39;s 100% correct.
8339,Amen
8415,JAHWEH (LUCIFER/SATAN) IS THE FATHER OF THE 1000 AND 1 LIES SO THEIR PEOPLE THAT SOLD THEIR SOULS TO HIM!!!
8427,Eliminate moosies.
8519,Stop Islam terror
8573,Fiv
8745,Sucker
8746,West Bank
8906,Jewish = naxis
9002,Self claim
9012,USA
9079,Reaching.
9085,😂Tantura?
9197,F U
9202,Happy October 7
9217,IDIOT
9334,WAS F.O.S.
9418,IS THAT HITLER JR...
9462,OmmElot EaMuri
9490,FREE PALESTINIANS AND STOP THE KILLING OF CIVILIANS.
9575,Brave girl
9649,Bad person
9660,Fool
9741,Stoopid man
9834,WHO CARES!!!!!!!!!!!!!!!!!!!
9869,Shes right.
9953,Freedom
9965,Asmani kitabwala .
10140,Arrogant
10171,.I.
10242,FREE PALESTINE
10261,ew
10265,Shameful
10345,LIAR
10423,FREE PALESTINE
10473,FREE PALESTINE
10488,Suited TERRORIST
10547,Remove her tongue.
10699,Lol
10821,jews
10826,U real ideat
10838,Wow
10869,Paid actor!!
10892,ISRAHELL
10915,RIDICULOUS! FREE PALESTINE!!!!!!
10918,Just mad...
10929,"<a href=""https://youtu.be/8EDW88CBo-8?si=YSBO3Hpv3mL53Ijg"">https://youtu.be/8EDW88CBo-8?si=YSBO3Hpv3mL53Ijg</a>"
10955,Devil!!
10989,GO ISRAEL!
11005,🙄
11100,Stop islam....
11159,"These ARE THE PEOPLE WHO KILLED JESUS CHRIST, ONLY LIES COMING OUT OF THEIR MOUTHS"
11164,D head
11184,DEBEN DE DEVOLVER EL TERRITORIO
11264,Is real terortist....
11318,BEN
11365,"<a href=""http://www.youtube.com/results?search_query=%23jewsphobia"">#jewsphobia</a>"
11410,Bless her.
11461,Zyo
11487,ISRAEL IS GOD CHOSEN PEOPLE
11510,Facts: THERE IS NO SUCH THING AS PALESTINE. <br><br><br>ACCEPT THE TRUTH.
11525,FREE PALESTINE
11533,Bullies .
11591,😂
11615,USS LIBERTY LOOK IT UO
11626,FREE PALESTINE
11644,WHAT IS THIS LOOK AT THE HISTORY
11653,VIVA PALESTINA !!!
11793,Little NAZl
11830,Asshats.
11895,&quot;meaningful people&quot;<br><br><br>soo meaningful
11896,Free Palastine!!!!
11949,Godwin !
11999,SHAPEDO IS A FKIN JOKE.
12046,He&#39;s right
12047,Stop Islamization
12068,So true
12089,It’s not Jews land..
12121,SHITIRO
12185,West Bank?
12287,1948
12307,"BRITISH ITS THE FATHER, US ITS A MOTHER, UN ITS A OBSTETRICIAN. AND ISRAEL ITS THEIR SON 😂😂😂😂"
12434,HAMAS=NAZIS
12450,Jew-ish
12489,tool
12516,THANK YOU BEN !!WTF...
12587,Rat 🐀
12647,READ THE BIBLE IT GIVES YOU THE INFORMATION YOU NEED. DON&#39;T BE IGNORANT
12649,FREE PALESTINE! ISRAEL IS NOTHING BUT AN APARTHEID NATION!
12707,Cry noobs
12810,Typical J 😂
12856,STUPID ALGORITHM. FREE PALESTINE.
12923,FREE PALESTINE
12928,I HATE ISRAIL
13044,Ju
13074,FREE PALESTINE
13129,UNSUBSCRIBE
13248,LOVE BEN....
13318,0 Jews for now...
13319,Not my business.
13328,Fuck
13338,Kontholllll
13351,Knew it
13366,Free Palastine.
13438,"<a href=""https://youtube.com/shorts/f3C13Y_ra-A?si=kNkdOfjgBFRfIZ3_"">https://youtube.com/shorts/f3C13Y_ra-A?si=kNkdOfjgBFRfIZ3_</a>"
13467,😂
13473,"GOOPHY,HAT......."
13496,GOD BLESS ISRAEL
13597,😂😂😂😂😂😂
13653,Meh
13663,Respect
13708,She&#39;s got a point
