Index,Index1,Comments
872,19727,YOU ARE BEAUTIFUL! :)
873,19756,:)
874,19767,nope
875,19769,Mom*
876,19784,"0MG....!
"
877,19805,??
878,19806,my baby
879,19818,"WOW!
"
880,19836,Sephora. 
881,19841,Proactive
882,19862,You&#39;re absolutely gorgeous!
883,19931,Wtf you look hot
884,19985,fake
885,20010,"YOUR  BEAUTIFUL FLAWLESS BRAVE.
"
886,20031,POWER OF MAKEUP :0
887,20046,"ty
"
888,20047,I REALLY LOVE UR EYES !!!
889,20050,Lip shaping
890,20057,your strong &lt;3
891,20065,Your brave !
892,20068,"THE POWER OF MAKEUP 
"
893,20076,Your GORGEOUS!!!! N/H
894,20110,O.O
895,20135,Photoshop for real life
896,20235,YOU R SUPER SUPER CUTE
897,20237,I FEEL SORRY FOR YOU 
898,20251,I love your eyebrows!
899,20262,WHOA&gt;
900,20264,:O Your eyes.
901,20299,Your eyes*_*
902,20310,Beauty!
903,20370,i love your eyes!
904,20421,great !
905,20422,I loooove your eyes !!
906,20454,u look like tswift.
907,20478,incroyable ! 
908,20531,YOU ARE SO BEAUTIFUL! :) 
909,20534,"keep pressing 0 
lol"
910,20536,"YOU ARE BEAUTIFUL !!!!!
 "
911,20565,on 6:20
912,20600,"THAT&#39;S FREAKING AWESOME.!!
_ YOUR GORGEOUS "
913,20631,Ooh
914,20639,*embarassed
915,20646,DEMODEX!
916,20655,brave girl :)
917,20663,Wow
918,20685,For*
919,20713,wash your face
920,20722,I love your eyes :O 
921,20727,BITCH U UGLY AS SHIT
922,20736,wow
923,20747,acne sucks
924,20759,YOUR BEAUTIFUL! WITH AND WITHOUT!
925,20770,wow!
926,20772,nice 
927,20787,Gorgeus.
928,20801,So brave.
929,20828,OMG O.O
930,20865,Wow! :))))))))))))))))))))))))
931,20872,Great!
932,20884,"GOSH :o
"
933,20956,your gorgeous
934,20966,oh shut up...
935,20973,"great video!!
"
936,20978,Out makeup ^^
937,20985,YOU ARE SO BRAVE.....I HAVE ACNE........I FEEL SO INSECURE WITH ME FACE..........SOMETIMES I NEED STAY IN HOME ALONE.............YOU ARE SO PRETTY..
938,21009,:O
939,21018,XD Americans...
940,21077,respect!
941,21153,"ur gorgeous
"
942,21164,YOU ARE BEAUTIFUL
943,21171,YOU IS VEEEEEEEEEEEEEEEEEEEEEEEERY BEAUTIFUL 
944,21173,SO much foundation!!!!!!!!!!!!!!
945,21228,"ya
"
946,21239,2:41 so cute..lol
947,21257,WOW!
948,21269,NOT FAKE
949,21270,"FAKE
"
950,21340,"MARRY ME!?
"
951,21347,Shut up
952,21407,COME LOOK AT MY UGLY BEFORE &amp; AFTER Transformation video...  I AM SO UGLY I WANT TO COMMIT SUICIDE 
953,21409,CHECK OUT MY DRUG STORE CONCEALER VIDEO!!! ;)
954,21461,Your cute
955,21467,"Try Murad
"
956,21478,Sup Laura?:D
957,21557,mentira
958,21564,I THINK YOU&#39;RE BEAUTIFUL :)
959,21576,"wow.. you are
"
960,21620,bullshit :)
961,21622,supermoney.eu.tc
962,21639,hey........
963,21650,HEEEY SEXY LADYYYYYYYYYYYYY ;D
964,21653,CONGRATS ON BEING FEATURED  IN GLAMOUR!!!!
965,21664,nawwwwwwh!
966,21679,what.....
967,21688,"You&#39;re gorgeous
"
968,21736,Wow
969,21737,no
970,21756,ur BUEATIFUL
971,21770,0:12
972,21796,thank you!
973,21804,I love your EYES :D
974,21816,thanks:)
975,21817,Great vid! 
976,21818,Very Good ! 
977,21845,super!
978,21880,Tooooooo much make-up. 
979,21893,:)
980,21912,right
981,21932,I like you =)
982,21939,THOSE EYES
983,21966,very gooooooooooooooooooodddddddddddddddddddddddd
984,21972,you&#39;re so brave :)
985,21981,"UR SO BRAVE!,,  AND BEAUTIFUL!!! REGAURDLESS IF U HAVE MAKEUP OR NOT!"
986,21995,IMPOSSIBRU!!!
987,22024,&lt;3
988,22065,hot girl
989,22066,"so true
"
990,22073,Wow.  Great vid.
991,22075,Waterproof makeup PLEASE!
992,22086,wow
993,22096,I commend you
994,22103,Has***
995,22118,-3
996,22161,ultimate bravery
997,22174,MARVELOUS  VIDEO.
998,22176,THANK YOU SOOOOOOOO MUCH!!!!!!!!!!!!
999,22182,i love you! You&#39;re so brave!
1000,22191,"OMG YOU ARE SO BEAUTIFUL !
I LOOOOOOOOOOOOOVEEEEE YOU EYES !!!"
1001,22248,Great video!
1002,22252,awwwwww
1003,22300,"Use proactive.
"
1004,22372,":)
"
1005,22392,Your gorgeous!&lt;3
1006,22477,Hfjchdfk
1007,22487,YOU&#39;RE BEAUTIFUL.
1008,22508,coooooooool :)
1009,22556,WOW!! UR REALLY A GORGEOUS GIRL!
1010,22575,Type you idiot.
1011,22576,WOAH!!!
1012,22595,wow!
1013,22622,"you. are. gorgeous.
 "
1014,22675,supermoney.eu.tc
1015,22679,Hottie!!!!
1016,22733,wheeeww THE POWER OF MAKEUP :0
1017,22752,HOLY SHIT! It&#39;s like a mask! !!!!
1018,22766,Brave. 
1019,22768,YOU&#39;RE BEAUTIFUL.
1020,22776,"great video
"
1021,22820,CHECK OUT MY GIVEAWAY!
1022,22825,Thank you so much!!
1023,22851,"YOU&#39;RE BEAUTIFUL NO MAKEUP NEEDED.  HOWEVER, UPDATE YOUR FURNITURE IT WAS HARD WATCHING WITH THE OUTDATED BACKGROUND. NO OFFENSE. :))
"
1024,22867,I just love your eyes &lt;3
1025,22868,PERVERTED MORON
1026,22894,wow
1027,22913,YOUR STUNNING.!!!! &lt;3
1028,22918,Thanks. (:
1029,22921,Get proactive
1030,22950,I love your eyes!
1031,22951,so brave!
1032,22979,Your AMAZING !!!
1033,22999,U R A BEAUTY DOLL! 
1034,23005,PLEASE... Clean your nose ._____.UUUU
1035,23006,You&#39;re gorgeous!
1036,23019,"Your&#39;e absolutely gorgeous!
"
1037,23044,She&#39;s so brave &lt;3 
1038,23062,It&#39;s like magic!
1039,23103,"AMAZING YOU CAN COVER IT UP BUT ITS LIKE LIVING UNDER A MASK.
ITS SAD BUT VERY VERY INNOVATIVE FOR SURE."
1040,23114,WOW!!  YOU GO!!!
1041,23135,Wowww!
1042,23144,Can I marry you? 
1043,23162,thank you sooooo much.
1044,23165,YOU ARE BEAUTIFUL
1045,23187,AWESOOOOME!!!
1046,23226,I love you !!!
1047,23307,YOUR VIDEO WAS POSTED ON THE HUFFINGTON POST WEBSITE! AND CONGRATS!
1048,23327,OMG YOU HAVE SUCH AMAZING EYES!!! SUPER JEALOUS!
1049,23337,Can I just say your my hero? :-)
1050,23346,:)
1051,23367,You&#39;re gorgeous!!
1052,23374,acne sucks :( 
1053,23377,you&#39;re beautfiul:)
1054,23411,"VIRONEEEEE !!!! 
"
1055,23454,You&#39;re my hero. Bye.
1056,23457,Love it
1057,23477,SOOOO YOUR ON MSN!!!!!!!
1058,23485,You&#39;re so beatiful &lt;3 
1059,23515,Nice
1060,23522,U R SO SEXY!!!!
1061,23525,You&#39;re BEAUTIFUL w/o makeup.
1062,23527,Nice.. :D 
1063,23531,U r Model???
1064,23537,"ROACCUTANE
"
1065,23568,strong .
1066,23583,try proactive 
1067,23601,PROTV sent me here!
1068,23640,I LOVE YOU.&lt;3
1069,23646,ELF sent me here :))
1070,23681,Your eyes O.O Wow...
1071,23800,Makeup master
1072,23837,:D
1073,23848,proactive
1074,23859,already got one :D
1075,23874,THANK YOU!!
1076,23894,..Meh.
1077,23896,*offence
1078,23956,0.o
1079,24011,You&#39;re soooooo BEAUTIFUL.. &lt;3
1080,24045,woooooow
1081,24056,"&lt;3
"
1082,24058,true
1083,24089,Looove you! &lt;3 
1084,24095,ew
1085,24099,So much makeup
1086,24113,Wow!!!!!!!
1087,24114,"ARE YOU BLIND???
"
1088,24115,1:16 HOLY FUCK!
1089,24139,Inspirational
1090,24157,-.-
1091,24228,Thanks :) 
1092,24245,Magic!
1093,24280,girl you&#39;re BEAUTIFUL!!! &lt;3
1094,24331,YOU ARE SOOOOOOOOOO STUNNING WITH OR WITH OUT MAKEUP AND THIS IS TWO YEARS LATE BUT WHATEVER YOU INSPIRE ME &lt;3
1095,24341,YOU&#39;RE VERY VERY BRAVE!!! 
1096,24348,admiration.
1097,24395,inspiring #
1098,24398,"Whoop, my bad I mean insecurity.."
1099,24406,y look REALLY NICE
1100,24424,You&#39;re beatiful 
1101,24450,Thank you so much!!!!
1102,24481,"STIMA, CARA :)"
1103,24487,"use proactive. 
"
1104,24494,youtubedotcom/partner
1105,24499,you&#39;re absolutely BEAUTIFUL! &lt;3
1106,24509,I READ ABOUT HER ON SEVENTEEN MAGAZINE!
1107,24544,YOU HAVE THE MOST BEAUTIFUL EYES IVE EVER SEEN!!!
1108,24565,&lt;3
1109,24623,OMG you eyes &lt;3
1110,24672,you&#39;re so brave. 
1111,24694,:)*
1112,24728,your good
1113,24733,U&#39;RE REALLY BEAUTIFUL AND BRAVE! 
1114,24739,MY INSPIRATION &lt;3
1115,24760,"nossssssa
"
1116,24826,are you naked
1117,24835,THANKS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1118,24847,I Love Ur Living Room! :)
1119,24874,oooo F*** ! :D respect
1120,24878,*so
1121,24880,alotlotlot respect :))
1122,24881,o.o
1123,24882,wow !!
1124,24921,*you&#39;re
1125,24934,I love ur eyes
1126,24971,But good luck!!
1127,24985,1st comment
1128,24987,Thank you
1129,24990,All=or
1130,24994,Brave
1131,25043,R E S P E C T !!
1132,25046,WOW!
1133,25048,respect!!!!!!!!!!
1134,25078,"u r brave
"
1135,25156,"nice girl:)
"
1136,25181,yea! right....
1137,25186,Woah.
1138,25190,Are you single
1139,25200,"KO
"
1140,25249,OH MY GOD!!! 
1141,25266,5:41 lol
1142,25268,AND my grandma&#39;s birthday!
1143,25269,oh my gosh my birthday too!(:
1144,25313,Oh my God
1145,25333,respect !!!
1146,25340,"respect for you
"
1147,25344,lawls xD
1148,25364,TRY BURT&#39;S BEES ACNE SOLUTION
1149,25391,I LOVE YOUR EYES !!!!!
1150,25403,WOW
1151,25426,i&#39;m french
1152,25443,OMG
1153,25475,I love you
1154,25528,YOU ARE AMAZING!!!!!....
1155,25578,bacteria.....
1156,25592,hi
1157,25606,viral!
1158,25692,So many layers
1159,25720,Huggggggg
1160,25725,GREAT JOB!
1161,25732,ERES HERMOSA!!!!!! *-*
1162,25738,WOW
1163,25759,miracle!!!
1164,25768,&lt;3
1165,25788,oh ! my good 
1166,25815,"
DONT TOUCH YOUR FACE SO HARD
"
1167,25816,soo good
1168,25843,Acne*
1169,25857,i love you. ok
1170,25865,Stupid video.
1171,25866,Thanks 
1172,25978,I&#39;m subscribing!!!
1173,25992,I made my first foundation video :D!! 
1174,26026,You&#39;re My Biggest Inspiration. 
1175,26039,"Almost 10,000,000 views! Wow Cass!"
1176,26050,0-0
1177,26052,youre gorgeous &lt;3 
1178,26104,:d
1179,26120,Oh God Why??
1180,26123,GREAT JOB!!!!!!!!!!!!!!!!!!!!!!! 
1181,26128,"acne.org
"
1182,26148,"YOUR FUCKING ARITIFICAL
"
1183,26242,i  cried 4 u
1184,26256,Very brave! Love it!!!
1185,26272,love your video :3
1186,26300,Sorry
1187,26309,girl your gorgeous.
1188,26317,"omg
"
1189,26335,LIAR D:&lt;
1190,26336,"Almost 10,000,000 views!!!!"
1191,26359,Brave &lt;3 
1192,26362,RESPECT! &lt;3
1193,26375,"I LOVE YOU, GOOD JOB :D"
1194,26397,Wow!
1195,26411,No.
1196,26417,gtfo
1197,26450,YOU SO BRAVE
1198,26475,OMG! You&#39;re gorgeous!
1199,26489,"So brave. :)
"
1200,26509,"Omg 10,000,000 views!"
1201,26554,LOOOOOOOOOOLLLLLL!!!
1202,26568,Your eyes! -3
1203,26579,Your inspirational .. Great video
1204,26585,woooow
1205,26600,you&#39;re my inspiration.
1206,26602,U rock!
1207,26611,i love your makeup 
1208,26622,I&#39;m your fan :X Keep moving 4ward girl ;))
1209,26632,&lt;3
1210,26655,brave
1211,26664,i love your eyes xD
1212,26700,FAKE AND GAY
1213,26710,gorgeous !
1214,26719,I love you..!
1215,26735,stay strong!
1216,26799,._____.
1217,26802,"so brave
"
1218,26819,BB CREAM! 
1219,26838,Your brave!
1220,26847,omg!!!
1221,26859,woooooooooooooow
1222,26872,Your gorgeous!
1223,26957,19 x
1224,26961,to much!!!
1225,26995,Very good !
1226,27001,Wow!
1227,27013,"1D fan, hello. :p"
1228,27037,Omg... Thank you so muchhh!
1229,27039,puls 4 :)
1230,27115,"I Love You: So Brave!!

"
1231,27116,"Respect.!
"
1232,27127,subscribed :)
1233,27172,......
1234,27181,nice.
1235,27185,WITCHCRAFT!
1236,27190,Brave
1237,27208,"Respect, girl!! "
1238,27238,Thank you
1239,27247,Respect :) 
1240,27250,you. are. brave.
1241,27290,"Like x 1,000"
1242,27296,wow!!!
1243,27350,*Milder
1244,27359,I LOVE YOUR EYELASHES :3
1245,27362,LOL!
1246,27374,(:
1247,27413,i love your video =)
1248,27437,Wow....
1249,27462,wtf?
1250,27590,"ohh my good!
"
1251,27595,Use proactiv
1252,27598,&lt;3
1253,27604,"I respect you so, so much. "
1254,27606,Ups.
1255,27675,you&#39;re gorgeous -333
1256,27677,4:46
1257,27724,omg shocking
1258,27728,so brave
1259,27732,LOL
1260,27735,blow your nose
1261,27743,ur gorgeoussssss
1262,27753,3. Gorgeous straight teeth
1263,27766,AGREE
1264,27810,Lol
1265,27875,Muy buenooooooooo....
1266,27947,YOU&#39;RE AMAZING
1267,27972,"wow :DD

"
1268,27991,lol
1269,28015,you look like crap
1270,28075,LOVE IT!
1271,28125,you&#39;re so brave :)))))
1272,28129,*apply
1273,28156,Your my inspiration -3
1274,28162,you&#39;re absolutely right!!!
1275,28217,I love your eyes !
1276,28221,Omg
1277,28317,Thanks!!!
1278,28363,thank you 
1279,28401,bomboclattt!!!!!!!!
1280,28460,I subscribed!
1281,28488,You&#39;re gorgeous.
1282,28498,YOU ARE SO BEAUTIFUL &lt;3
1283,28499,I love your eyes.
1284,28506,respect 
1285,28507,OMG I HATE YOU!!!!.... your gorgeous 
1286,28518,magic..
1287,28534,Subscribed :) bravo
1288,28560,wtf ?
1289,28613,dick
1290,28640,OMG YES!!
1291,28656,ONE DIRECTION FOR THE WIN!!! 
1292,28688,YOU ARE BEAUTIFUL WITH AND WITHOUT MAKEUP :)
1293,28725,lmfaoo 
1294,28726,Rude!
1295,28736,OH. MY. GOSH. I LOVE YOU. YOU ARE AMAZING.
1296,28794,Eyes &lt;3
1297,28796,OMG THIS EYES
1298,28804,"for real
"
1299,28805,respect
1300,28820,"great!
"
1301,28833,GRANDIOSA! 
1302,28858,"oh come on, you&#39;re gorgeous!! "
1303,28884,OMG ! WHAT SORCERY IS THIS ??
1304,28930,:O
1305,28939,you need doctor
1306,28940,i love your eyes :D
1307,28970,"FUCK ACNE!!!!!
"
1308,29052,Nice Teeth.
1309,29073, a-a-a-a-A-A-A-A-A-AMAZING!!!
1310,29074,Very Brave!!!!
1311,29080,&lt;3
1312,29130,"your eyes *_*
"
1313,29160,MAKEUP QUEEEEEEN!!! 
1314,29170,O M G 
1315,29172,&quot;you&#39;re&quot;
1316,29183,i love you.
1317,29236,"APRES
"
1318,29261,foundation viral. 8.500.000 hit...
1319,29269,"YOU
ARE
BEATUTIFUL
!!!!!!!!!!!!!!

PLS TAKE ROACUTAN&quot; AND BE MORE BEATIFUL THAN U ARE NOW"
1320,29300,OMG!
1321,29312,ROACUTAN just it!
1322,29323,YOU&#39;RE BEAUTIFUL &lt;3
1323,29330,amen! ^_^
1324,29340,"wow
"
1325,29383,You&#39;re a bad person. . . 
1326,29407,HERMOSA!!!!!!!!!!
1327,29470,WHAT?! NO JOKE YOU ARE MOST DEF A BEAUTIFUL WOMAN!!! 
1328,29520,R.E.S.P.E.C.T !!!
1329,29567,acne.org !!!!
1330,29588,"visit my channel
"
1331,29630,Youre great.
1332,29648,impressive!! 
1333,29655,omg omg omg
1334,29657,magic.
1335,29660,OMGOD
1336,29663,MOTHER OF MAKEUP!!!!!!!!!!!!!!
1337,29682,Relate.. :(
1338,29697,YOU GO GIRL! ^^
1339,29739,"stupid girl
"
1340,29760,CARALHO!
1341,29792,YES BUT SHE IS FROM A RICH FAMILY WHY WOULD SHE MARRY A FAT SLOB WITH NO MONEY?
1342,29863,WHY NOT WEAR A BURKA?
1343,29893,YOU ARE BEAUTIFUL WITH OR WITHOUT YOUR MAKEUP!
1344,29938,much love
1345,29968,"Tearing up, ugggh. Much love &lt;3"
1346,29974,I like your video!
1347,29978,Wow
1348,29995,ur gorgeous
1349,30039,Good video! Thanks for posting!
1350,30042,"your*
"
1351,30045,You&#39;re gorgeous
1352,30065,=[[[[[[[[[=[[[[[[[[[=[[[[[[[[[[[[[[[
1353,30072,respect girl! 
1354,30076,"Hey, sister. You&#39;re BEAUTIFUL."
1355,30080,-3
1356,30090,You&#39;re*
1357,30096,YOU ARE SUCH A BEAUTIFUL WOMAN! =) &lt;3
1358,30118,your gorgeoous
1359,30169,Wow. :)
1360,30251,ouch :(
1361,30271,i love your eyes!
1362,30294,"00:00  WOWWWWW! :$ &lt;3
02:00 WHAT HAPPENED?!
"
1363,30296,magical;O xoxo
1364,30361,YOU ARE MY HERO!!! 
1365,30366,You&#39;re GORGEOUS!!
1366,30371,OMG
1367,30379,"Wow, fuck you. "
1368,30394,Wow
1369,30403,Wow
1370,30408,YOU ARE SO BEAUTIFUL WITHOUT MAKEUP!!!!!!!
1371,30432,YOUR AWESOME!!!!
1372,30437,YOUR BEAUTIFUL WITH AND WITHOUT MAKEUP -3
1373,30452,i love you!!!
1374,30488,I LOVE YOU!
1375,30493,"Thank you so much!
"
1376,30501,Your gorgeous! 
1377,30528,ITS MAGIC :O
1378,30564,i love your eyes &lt;3
1379,30574,shut typing
1380,30575,thank you
1381,30595,GIRL UR AWSOME  
1382,30604,RESPECT FOR YOU 
1383,30613,shut up
1384,30631,STAY STRONG! &lt;3
1385,30660,...
1386,30661,nice
1387,30665,You&#39;re my hero.
1388,30667,"insecure much?
bitch..."
1389,30705,You look BEAUTIFUL! :)!
1390,30732,Wow. Ur good girl
1391,30746,UR WAY TOO PRETTY 
1392,30750,Fuck you!!
1393,30763,you&#39;re so mean ! ....
1394,30781,people like you disgust me. 
1395,30787,gorgeous! 
1396,30854,YOU ARE A BEAUTIFUL GIRL !!!!!!! &lt;3
1397,30885,"i subscribe
"
1398,30894,STIMA
1399,30954,you&#39;re gorgeous &lt;3
1400,30968,Drink water
1401,30985,same here -_-
1402,31002,"bravo for courage !!
"
1403,31042,I LOVE YOUR EYES :)
1404,31052,inspiring!
1405,31066,Love you!!
1406,31071,(&amp;hearts)
1407,31089,U ARE BEAUTIFUL!!!! makeup or not.:)
1408,31125,"6:05
"
1409,31133,Your real face ?
1410,31176,you inspired me alot :&#39;)
1411,31212,"... mind blown
"
1412,31230,"Uau!
"
1413,31252,beauty.
1414,31261,Great comment.
1415,31266,thank you
1416,31272,You Are My Inspiration -33
1417,31314,ME ENKANTA STE VIDEO MUYY BUENO GOOD
1418,31382,ohhhhhhhhh 
1419,31386,"WOW!
Respect! *-*"
1420,31387,you&#39;re SO cool!
1421,31401,cakey.
1422,31411,great video! 
1423,31525,Wtf transformers makeup
1424,31532,UR GERGOUS GIRL!!!
1425,31552,dont sorry ...
1426,31555,YOUR SO PRETTY WITHOUT MAKEUP!
1427,31567,YOU ARE BEAUTIFUL
1428,31575,YOU ARE GORGEOUS WITHOUT MAKEUP!!!!
1429,31584,omg
1430,31590,I&#39;m h
1431,31595,"YOU ARE BEAUTIFUL, WITH OR WITHOUT MAKE UP ! "
1432,31601,"Wow! Impressive :) 
"
1433,31605,meow-w-w :) !!!!
1434,31607,"wow, youre a beaut babe."
1435,31629,"WOW, REALLY"
1436,31653,"it starts @ 2:10!!
"
1437,31678,YOU ARE BEAUTIFUL.
1438,31681,Girl you rock!!!! 
1439,31701,WOW.
1440,31814,HOLY SHIT. ur good.
1441,31835,"i respect you so much! 
"
1442,31868,THANCKS BEAUTIFUL ON KISS BYE
1443,31901,YOU WERE ON THE INSIDERRR
1444,31917,"MUY LINDA!
"
1445,31934,o  m  f  g...
1446,31948,thank you
1447,31952,wow great ! :*
1448,31986,YOUR A MONSTER
1449,31995,i love you;D
1450,32044,:O MAGIC
1451,32123,Thank you
1452,32130,At first
1453,32145,"ITS NOT BAD
"
1454,32165,*knew not new
1455,32181,youre gorgeous! 
1456,32226,"TRY COVER-FX ITS THE BEST!!!
"
1457,32321,ur TRULY AMAZING
1458,32340,Good morning America!!
1459,32390,your eyes &lt;3
1460,32419,WHOA!!
1461,32436,Omg
1462,32517,"&lt;3
"
1463,32540,you look hideous
1464,32574,yahoo made me come here
1465,32582,why
1466,32602,"Same here.
"
1467,32613,BEAUTIFUL!!!!!!! Thank you!!!!! 
1468,32627,MARRY ME PLS!
1469,32635,HOLY SHIT!
1470,32648,"THANK YOU FOR SPREADING THE TRUTH!!
"
1471,32661,you&#39;re gorgeous
1472,32698,Wow
1473,32815,So much makeup...
1474,32824,I don&#39;t
1475,32827,so brave!
1476,32847,gross
1477,32860,PLEASE SUPPORT MY BEAUTY CHANNEL &lt;33
1478,32875,"Yikes!
"
1479,33072,3/10
1480,33095,YOU ARE AMAZING WHIT OR WHITOUT MAKEUP  
1481,33129,&lt;3
1482,33133,Your eyes&lt;3
1483,33142,"YOUR SO SO SOOOO BEAUTIFUL!!!!! MAKEUP OR NOT
"
1484,33185,wow...&lt;3
1485,33218,I LOVE ur eyes!
1486,33253,woahhhhhhh o_o 
1487,33274,"FUCK YOU.
"
1488,33297,I LOVE YOU!
1489,33320,SHUT UP ARROGANT.
1490,33330,Inspiring !
1491,33331,you just...inspired me :)
1492,33338,awww hunny &lt;3 ur gawjus :) 
1493,33340,SIMPLESMENTE DEMAIS!!!
1494,33346,Acne sucks.
1495,33354,very brave:) subbed!
1496,33362,I love you! xx
1497,33423,wow  O.o
1498,33424,I love YOU!!!!!
1499,33433,hiiiiiiii
1500,33450,"nice :)
"
1501,33456,thnx sweety :))
1502,33464,"YOU ARE TRULY BEAUTIFUL WITHOUT MAKE UP, HONESTLY, YOU ARE BEAUTIFUL"
1503,33472,*-3
1504,33479,YOUR BEAUTIFUL W/O MAKEUP GIRL!
1505,33495,"ewww
"
1506,33512,you&#39;re BEAUTIFUL 
1507,33526,Woww
1508,33528,wow
1509,33554,&lt;3
1510,33582,your eyes &lt;3
1511,33601,Proactiv?
1512,33612,"Aw, you&#39;re so brave! x x"
1513,33647,omg! :D
1514,33648,B.E.A.U.T.I.F.U.L
1515,33659,AMAZING INSPIRATION :D
1516,33663,wow!
1517,33668,UR BEAUTIFUL*
1518,33680,"YOU ARE BEAUTIFUL!
"
1519,33696,"ERES REALMENTE LINDA....GRACIAS AMIGA TIENES MSN?
"
1520,33705,Wooooooowww
1521,33708,"THIS VIDEO IS AMAZINGG
"
1522,33715,"love u!

"
1523,33737,magic
1524,33755,i know
1525,33768,"your inspirational &lt;3
"
1526,33778,Proactive helps
1527,33813,YOUR MY HERO. 
1528,33843,taff!! :D
1529,33853,"hun, too much contour."
1530,33856,Awwwwwwwww
1531,33867,Your teeth :( *jealous *
1532,33972,R-E-S-P-E-C-T !!! &lt;3
1533,34011,i love your eyes !!!!!!!!!!!!
1534,34020,Try Sephora.
1535,34033,Sephora.
1536,34049,AMEN.
1537,34057,great video! youre so brave :) &lt;3
1538,34058,love you! your great
1539,34087,Thank you!
1540,34090,i like your eyes =)
1541,34114,mad love!!! 
1542,34135,Hi
1543,34162,SEI BELLISSIMA!!!!!!!!!!!!!!!!!!!!!!!!
1544,34168,SHOON
1545,34260,Good video (:
1546,34275,"me too :/
"
1547,34276,Respect!
1548,34284,gr8 video!
1549,34298,"disgusting
"
1550,34327,I &lt;3 you (:
1551,34330,your gorgeous!
1552,34353,THE POWER OF MAKEUP.
1553,34354,HOLY. SHIT.
1554,34356,wow!! 
1555,34358,10:41 ^^
1556,34377,i love you so much
1557,34378,my inspiration! :)
1558,34405,I LOVE YOU!!!
1559,34448,YOU ARE BEAUTIFUL!
1560,34462,magic!!!
1561,34504,"wow!

"
1562,34509,LOVE U CASSIE :)
1563,34510,i FUCKED LOVE YOU! :3
1564,34524,I LOVE YOU GIRL
1565,34525,Impressive !!!
1566,34556,you&#39;re gorgeous.. 
1567,34578,You&#39;re so brave:)
1568,34592,!!!
1569,34621,u   r osume
1570,34629,I&#39;m soooo sorry :(
1571,34631,your eyes!&lt;3
1572,34632,your gorgeous!!!!!!!!!!!!!!&lt;3&lt;3&lt;3
1573,34638,YOUR SO GORGEOUS NO MATTER WHAT!
1574,34642,use bb cream
1575,34669,1:16!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1576,34683,WOUUU:D
1577,34686,shes so brave&lt;3
1578,34699,you&#39;re so brave!!
1579,34702,"you dont need makeup,your butieful :)
"
1580,34720,"dang, does it hurt?:/ "
1581,34721,YOU&#39;RE AMAZING. TRUE BEAUTY.
1582,34728,nice fourniture
1583,34730,GUUUURRRRRLLLLL!!! I FEEL YOUR PAIN!!! I HAVE ACNE EVERYWHERE!!!
1584,34736,YOU ARE BEAUTIFUL.
1585,34740,I luv ur eyes! :D
1586,34753,"YOU ARE BEAUTIFUL, INSIDE AND OUT :) I TRULY MEAN THAT &lt;3"
1587,34770,mindfuck
1588,34777,TAFF :)
1589,34779,PRO7 TAFF !!!!! :D HAAHAHAHA
1590,34786,"taff XD 
"
1591,34817,PHOTOSHOP ;)
1592,34829,YOU ARE GORGEOUS!!
1593,34865,:O
1594,34892,"iLOVE UR PERSONALITY TOO
"
1595,34925,i love you so much
1596,34934,I respect! 
1597,34964,So Brave! Respect+
1598,34980,awww....
1599,34998,Guy reaction: DAFUQ?!
1600,35009,WHAT KIND OF WITCHKRAFT IS THIS
1601,35011,Respect!
1602,35053,I respect you :)
1603,35110,WOW..
1604,35122,You&#39;re beautyful.
1605,35166,u speak too fast!
1606,35213,"wow
"
1607,35230,You&#39;re inspiring (:
1608,35249,"Acne.org!
"
1609,35250,LIKE IF SEVENTEEN MAGAZINE BROUGHT YOU HERE!! (:
1610,35251,Great Video!!! 
1611,35306,i like your courage
1612,35329,KONY 2012
1613,35341,OOOOO:
1614,35345,:O
1615,35382,Mad respect girl. 
1616,35423,:)
1617,35434,YOU&#39;RE BEAUTIFUL NO MATTER WHAT THEY SAY &lt;3
1618,35469,ur good girl :-)
1619,35507,"wow, gorgeous!!"
1620,35538,beauty &lt;3
1621,35559,YOU ARE BEAUTIFUL
1622,35571,"youre so gorgeous!
"
1623,35619,i LOVEE your eyesss &lt;3
1624,35634,"youre gorgeous !
"
1625,35732,thank you so much.........
1626,35766,Marry me?!
1627,35775,U R BEAUTIFUL &lt;3
1628,35783,You&#39;re a star!
1629,35792,YOUR BEAUTIFUL YOU GO GIRLL&lt;333
1630,35793,YOU ARE GORGEOUS
1631,35799,nice make up....
1632,35810,ITS FOR ANCE
1633,35817,You&#39;re Gorgeous&lt;3
1634,35895,YOU&#39;RE AMAZING
1635,35913,I LOVE U 4 THIS.....U R PERFECT WITH OR WITHOUT MAKE-UP..... &lt;3 
1636,35955,Your my Hero!
1637,36008,RESPECT!
1638,36027,omg :(
1639,36056,WO___OW! I&#39;m inspired :D
1640,36075,you&#39;re AWESOME.
1641,36088,omg I love you &lt;3
1642,36107,AMAZING.
1643,36167,Great
1644,36170,woooow
1645,36171,O.O
1646,36190,"omg, subbed"
1647,36193,i love you. 
1648,36207,"HEYYYYYY,BEAUTY,!!!!!!CUT YOUR NAILS!!!!!THOSE ARE ARE WORST ENEMIES!!!"
1649,36219,:OOOOOOOOOOO
1650,36247,Acne just plain SUCKS!! You&#39;re so brave.
